name,address,gmap_id,category,avg_rating,num_of_reviews,city,is_food,latitude,longitude
La Taqueria,"La Taqueria, 2889 Mission St, San Francisco, CA 94110, United States",0x808f7e46d50136ad:0x21fce96ce541e475,"Mexican restaurant,Burrito restaurant",4.6,4524,San Francisco,True,37.750874,-122.418158
Bubba Gump Shrimp Co.,"Bubba Gump Shrimp Co., Pier 39 Box M-211, San Francisco, CA 94133, United States",0x808580fcf471caff:0xaec308d83eba6b3,"Seafood restaurant,American restaurant",4.1,4362,San Francisco,True,,
Scoma's Restaurant,"Scoma's Restaurant, 1965 Al Scoma Way, San Francisco, CA 94133, United States",0x808580fc871ec6ad:0x976bca61020dcc34,"Seafood restaurant,Brunch restaurant,Crab house,Fine dining restaurant,Italian restaurant,Takeout restaurant,Restaurant,Seafood market",4.5,3835,San Francisco,True,37.808947700000004,-122.41843436997264
Franciscan Crab Restaurant,"Franciscan Crab Restaurant, Pier 43 1/2, Fisherman's Wharf, San Francisco, CA 94133",0x808580e31c851111:0x276fd79b1e5a8b15,"Crab house,Seafood restaurant",4.2,3776,San Francisco,True,,
Mel's Drive-In,"Mel's Drive-In, 801 Mission St, San Francisco, CA 94103, United States",0x80858087ad365689:0x6ec3c96a9e0edd27,"American restaurant,Diner,Restaurant",4.0,3158,San Francisco,True,37.7841426,-122.404448
Spark Social SF,"Spark Social SF, 601 Mission Bay Boulevard North, San Francisco, CA 94158, United States",0x808f7fcfddddc751:0xb5383aac2dbd7b2a,"Food court,Event venue",4.6,2288,San Francisco,True,37.77071705,-122.39159054085184
Mel's Drive-In,"Mel's Drive-In, 2165 Lombard St, San Francisco, CA 94123, United States",0x808580d0c8fd900b:0xf9a899247d2d59b3,"Diner,American restaurant,Hamburger restaurant,Restaurant",4.1,2196,San Francisco,True,,
The Castro Theatre,"The Castro Theatre, 429 Castro St, San Francisco, CA 94114, United States",0x808f7e1b4ff86179:0x14fad42ba6399425,"Movie theater,Performing arts theater",4.7,2168,San Francisco,True,,
Crab House at Pier 39,"Crab House at Pier 39, San Francisco, 203 Pier 39, San Francisco, CA 94133, United States",0x808580fce4c03df5:0x813eb737327fef71,"Crab house,American restaurant,Bar,Californian restaurant,Restaurant,Seafood restaurant",4.2,2068,San Francisco,True,,
Best Buy,"Best Buy, 181 Curtner Ave, San Jose, CA 95125, United States",0x808e3316b820b6ed:0x4161ce5586427bfb,"Electronics store,Appliance store,Computer store,Home theater store,Music store,Video game store,Video store",4.3,2011,San Jose,True,37.30144085,-121.86683348251388
The Boiling Crab,"The Boiling Crab, 1631 E Capitol Expy, San Jose, CA 95121, United States",0x808e3280487121eb:0x72ad1dd786b14f33,"Seafood restaurant,Cajun restaurant,Crab house,Creole restaurant,Family restaurant,Restaurant",4.5,1448,San Jose,True,37.306412,-121.812322
Grocery Outlet,"Grocery Outlet, 272 E Santa Clara St, San Jose, CA 95113, United States",0x808fccbdd79785e7:0x77a6a90ca8d9ab38,"Grocery store,Fruit and vegetable store,Health food store,Natural goods store,Organic food store,Produce market",4.2,1334,San Jose,True,37.3383046,-121.883998
Trader Joe's,"Trader Joe's, 11112 San Jose Blvd, Jacksonville, FL 32223, United States",0x88e5c936a6fea555:0xd1bd8f3cd59afd5e,"Grocery store,Cheese shop,Florist,Health food store,Natural goods store,Produce market,Supermarket,Wine store",4.7,1309,San Jose,True,30.1738621,-81.6300219
A Slice of New York,"A Slice of New York, 3443 Stevens Creek Blvd, San Jose, CA 95117, United States",0x808fcaef535c5d1b:0x84b1d6b2d564f5dd,"Pizza takeaway,American restaurant,Italian restaurant,Pizza restaurant,Vegetarian restaurant",4.7,1248,San Jose,True,,
San Jose Tacos & Tequila,"San Jose Tacos & Tequila, 7961 Skyland Ridge Pkwy, Raleigh, NC 27617, United States",0x89acfa79e5dda399:0x6624ae5305e8d50d,"Mexican restaurant,Bar,Burrito restaurant,Family restaurant,Latin American restaurant,Takeout restaurant,Restaurant,Taco restaurant",4.2,1226,San Jose,True,,
Osaka Japanese Restaurant,"Osaka Japanese Restaurant, 11701 San Jose Blvd, Jacksonville, FL 32223, United States",0x88e5cecf2dc7e39d:0xdbdf1a72b6a6d693,"Japanese restaurant,Asian restaurant,Sushi restaurant",3.8,1186,San Jose,True,,
McDonald's,"McDonald's, 898 S Bascom Ave, San Jose, CA 95128, United States",0x808fcb3393c8c553:0x261718b56dd0dc2,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.7,1066,San Jose,True,37.3108938,-121.9313967
Chacho's,"Chacho's, 87 E San Fernando St, San Jose, CA 95113",0x808fccbc7fd94e7b:0xec9f7d54bc5d16ce,"Mexican restaurant,Bar",4.1,1063,San Jose,True,,
Wendy's,"Wendy's, 2275 McKee Rd, San Jose, CA 95116, United States",0x808fcd03fcd08d01:0x207a9bbeb4e1408,"Fast food restaurant,Hamburger restaurant,Restaurant",4.0,1050,San Jose,True,37.36496365,-121.85131684667125
La Super-Rica Taqueria,"La Super-Rica Taqueria, 622 N Milpas St, Santa Barbara, CA 93103, United States",0x80e913828c602d77:0x3c604d53e5483c9c,"Mexican restaurant,Restaurant",4.6,1321,Santa Barbara,True,,
Enterprise Fish Co.,"Enterprise Fish Co., 225 State St, Santa Barbara, CA 93101, United States",0x80e913891aa55b8d:0xd8aecf460e2b2f33,"Seafood restaurant,American restaurant,Bar,Restaurant",4.3,1198,Santa Barbara,True,,
Lure Fish House,"Lure Fish House, 3815 State St Suite G131, Santa Barbara, CA 93105, United States",0x80e91526a9127741:0xfe0993eb472e11b,"Seafood restaurant,Restaurant",4.6,1088,Santa Barbara,True,,
Farmer Boy,"Farmer Boy, 3427 State St, Santa Barbara, CA 93105, United States",0x80e914dea5c696c5:0xaebaa45f87a0267e,"Breakfast restaurant,American restaurant,Restaurant",4.5,582,Santa Barbara,True,34.4400237,-119.7373412
Jack in the Box,"Jack in the Box, 501 N Milpas St, Santa Barbara, CA 93103, United States",0x80e913833cbb5875:0x3ee330ea3c7d57be,"Fast food restaurant,Breakfast restaurant,Chicken restaurant,Hamburger restaurant",3.7,518,Santa Barbara,True,,
Presto Pasta,"Presto Pasta, 2830 De La Vina St, Santa Barbara, CA 93105, United States",0x80e914e985ca9dfb:0x6bdc6ba5d9056b4b,"Italian restaurant,Pasta shop,Pizza restaurant",4.4,442,Santa Barbara,True,,
Metropolitan Metro 4 Theatre,"Metropolitan Metro 4 Theatre, 618 State St, Santa Barbara, CA 93101, United States",0x80e914786f63113b:0xae6d01137e93552c,Movie theater,4.3,322,Santa Barbara,True,34.4183733,-119.69708817174316
Uncle Roccos NY Pizza,"Uncle Roccos NY Pizza, 437 State St, Santa Barbara, CA 93101",0x80e913aa76c3b159:0x70ae111505fa3594,"Restaurant,Pizza restaurant",3.9,286,Santa Barbara,True,,
Rosales Mexican Restaurant,"Rosales Mexican Restaurant, 827 E Montecito St, Santa Barbara, CA 93103, United States",0x80e9139b4266062b:0xa1364084a2016265,Mexican restaurant,4.4,246,Santa Barbara,True,,
Los Altos Restaurant,"Los Altos Restaurant, 318 N Milpas St, Santa Barbara, CA 93103",0x80e9139ca0c9db3f:0xb7815862192708d7,"Mexican restaurant,Seafood restaurant",4.3,227,Santa Barbara,True,,
Milo & Olive,"Milo & Olive, 2723 Wilshire Blvd, Santa Monica, CA 90403",0x80c2bb4f73589133:0x35c9170a1addc172,"Pizza restaurant,Bakery,Italian restaurant,Restaurant",4.5,936,Santa Monica,True,,
Swingers,"Swingers, 802 Broadway, Santa Monica, CA 90401, United States",0x80c2a4cda153ea65:0xe05d36a5739f1702,"Diner,American restaurant,Restaurant",4.3,694,Santa Monica,True,,
Bowlmor Santa Monica,"Bowlmor Santa Monica, 234 Pico Blvd, Santa Monica, CA 90405",0x80c2a4d51052e8eb:0xabe5bf6b2290a061,"Bowling alley,Bar & grill,Event venue,Restaurant,Sports bar",4.1,555,Santa Monica,True,,
Wienerschnitzel,"Wienerschnitzel, 3010 Pico Blvd, Santa Monica, CA 90405, United States",0x80c2bb174574ae6d:0x7f3cf56250ad02d6,"Fast food restaurant,Hot dog restaurant,Restaurant",4.1,406,Santa Monica,True,,
Fatburger & Buffalo's Express,"Fatburger & Buffalo's Express, 1916 Lincoln Blvd, Santa Monica, CA 90405, United States",0x80c2bb2bbd33e6b5:0x950ab6c87a7d4bb6,"Hamburger restaurant,American restaurant,Chicken wings restaurant,Fast food restaurant",4.2,348,Santa Monica,True,,
Memorial Park,"Memorial Park, 1401 Olympic Blvd, Santa Monica, CA 90404, United States",0x80c2bb31803a7f9f:0xfc9717a7fdd49b68,"Park,Gym,Recreation center,Skateboard park,Sports complex,Tourist attraction",4.4,334,Santa Monica,True,,
The Indian Kitchen,"The Indian Kitchen, 8165 Santa Monica Blvd, West Hollywood, CA 90046",0x80c2bec707550cef:0x4c28fa7d1349dc66,"Indian restaurant,Delivery service,Gluten-free restaurant,Halal restaurant,Vegan restaurant,Vegetarian restaurant",4.4,224,Santa Monica,True,,
The Drive-In at Santa Monica Airport by Rooftop Cinema Club,"The Drive-In at Santa Monica Airport by Rooftop Cinema Club, Interim Open Space, 3233 Donald Douglas Loop S, Santa Monica, CA 90405",0x80c2bb618a041a31:0x9128f7037d9f658a,Drive-in movie theater,4.9,215,Santa Monica,True,,
Yum Yum Donuts,"Yum Yum Donuts, 2628 Pico Blvd, Santa Monica, CA 90405, United States",0x80c2bb181fefc0f3:0xec1bc47df0c2fada,"Donut shop,Coffee shop,Dessert shop,Takeout restaurant,Restaurant,Sandwich shop,Store",4.5,198,Santa Monica,True,,
Rocco's Cheesecake,"Rocco's Cheesecake, 1701 Pico Blvd, Santa Monica, CA 90405",0x80c2bb0981a5ad7b:0xc7a24c6300f14450,"Dessert restaurant,Coffee shop",4.6,177,Santa Monica,True,,
Regal Stockton City Center & IMAX,"Regal Stockton City Center & IMAX, 222 N El Dorado St, Stockton, CA 95202, United States",0x8090129ec7fbbe17:0xe5406cce474db908,Movie theater,4.4,2450,Stockton,True,,
Buffalo Wild Wings,"Buffalo Wild Wings, 4751 Pacific Ave, Stockton, CA 95207, United States",0x80900c54bcc04bc9:0xb735cbd369355e95,"Chicken wings restaurant,American restaurant,Bar & grill,Takeout restaurant,Restaurant,Sports bar",4.0,1383,Stockton,True,,
Denny's,"Denny's, 642 W Charter Way, Stockton, CA 95206, United States",0x809012ed6a0702cb:0x28c8cfed95673f30,"Diner,American restaurant,Breakfast restaurant",3.8,1243,Stockton,True,37.9366719,-121.2960555
Jack in the Box,"Jack in the Box, 733 W Charter Way, Stockton, CA 95206, United States",0x809012f2dadaa4df:0x167ccec69f5a01cb,"Fast food restaurant,Breakfast restaurant,Chicken restaurant,Hamburger restaurant",3.7,1187,Stockton,True,37.9367577,-121.299302
Burger King,"Burger King, 2792 TX-18, Fort Stockton, TX 79735, United States",0x86f07eba2377d933:0xb825edad4f04ba7,"Restaurant,Fast food restaurant",3.3,977,Stockton,True,30.9085494,-102.88359750306122
McDonald's,"McDonald's, Walmart, Stockton-Trinity Pkwy &, Eight Mile Rd, Stockton, CA 95219, United States",0x8090099f933067c7:0x1e2fb94e621b87db,"Fast food restaurant,Breakfast restaurant,Coffee shop,Hamburger restaurant,Restaurant,Sandwich shop",3.4,928,Stockton,True,,
IHOP,"IHOP, 3600 Stockton Hill Rd, Kingman, AZ 86401, United States",0x80cddc10864d70bd:0x8c646ca2c9766891,"Restaurant,American restaurant,Breakfast restaurant,Family restaurant",4.0,867,Stockton,True,,
Grand Buffet,"Grand Buffet, 4704 Pacific Ave, Stockton, CA 95207, United States",0x80900c54c24996a5:0x83d344915c8a7f0a,Buffet restaurant,3.5,811,Stockton,True,,
Krispy Kreme,"Krispy Kreme, 2809 W March Ln, Stockton, CA 95219, United States",0x80900c2c4801b58f:0x3e44e5eda180a96,"Donut shop,Coffee shop,Dessert shop,Fast food restaurant",4.2,754,Stockton,True,37.9847628,-121.3463017843458
Susy’s Méxican Food,"Susy’s Méxican Food, 120 W Harding Way, Stockton, CA 95204, United States",0x80900d70001edea9:0x829a1540eefd7aad,"Mexican restaurant,Bar",4.3,748,Stockton,True,,
